City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,ibeto,10.4854,5.145,25.48,49,21,1.59,NG,1698358431
358,jincheng,35.5022,112.8328,13.41,47,80,0.16,CN,1698358251
359,east london,-33.0153,27.9116,20.42,89,74,4.95,ZA,1698358431
360,yugorsk,61.3133,63.3319,-4.5,83,100,2.53,RU,1698358431
361,canutama,-6.5339,-64.3831,32.91,42,75,1.84,BR,1698358431
362,chibougamau,49.9168,-74.3659,1.79,87,100,2.57,CA,1698358287
363,mount pearl,47.5166,-52.7813,9.92,93,99,0.89,CA,1698358198
364,port-gentil,-0.7193,8.7815,25.62,87,100,4.11,GA,1698358432
365,chegdomyn,51.1167,133.0167,-4.54,87,11,1.5,RU,1698358432
366,marsh harbour,26.5412,-77.0636,26.62,58,94,9.29,BS,1698358432
367,naze,28.3667,129.4833,20.01,61,33,4.32,JP,1698358432
368,kudahuvadhoo,2.6708,72.8944,27.2,79,86,5.13,MV,1698358432
369,essaouira,31.5125,-9.77,19.72,88,47,2.57,MA,1698358432
370,launceston,-41.45,147.1667,11.0,71,40,3.09,AU,1698358433
371,sant antoni de portmany,38.9807,1.3036,23.94,71,20,8.23,ES,1698358433
372,nishon tumani,38.694,65.6751,16.14,72,0,2.06,UZ,1698358433
373,vernon,50.2581,-119.2691,6.53,38,78,2.24,CA,1698358373
374,marsabit,2.3284,37.9899,21.61,63,93,4.33,KE,1698358433
375,gadzhiyevo,69.2551,33.3362,-3.84,94,100,2.92,RU,1698358433
376,kiunga,-6.1219,141.2906,24.11,75,95,0.31,PG,1698358433
377,west end,26.6833,-78.9667,25.99,62,13,9.73,BS,1698358434
378,yamba,-5.9,22.3,19.73,97,100,0.36,CD,1698358434
379,mytilene,39.11,26.5547,21.23,79,79,3.61,GR,1698358434
380,paris,48.8534,2.3488,12.65,95,75,2.57,FR,1698358155
381,mil'kovo,55.6078,37.7956,-1.99,93,100,6.02,RU,1698358434
382,margate,51.3813,1.3862,10.94,92,100,4.16,GB,1698358434
383,taitung city,22.7583,121.1444,24.37,84,96,2.07,TW,1698358434
384,bayanhongor,46.7167,100.1167,-2.11,40,26,0.42,MN,1698358399
385,salinas,36.6777,-121.6555,21.0,55,0,7.2,US,1698358191
386,ogulin,45.2661,15.2286,14.78,87,100,4.94,HR,1698358435
387,humaita,-7.5061,-63.0208,25.56,84,93,3.09,BR,1698358435
388,fedorovskiy,45.0972,40.9517,16.16,71,100,2.35,RU,1698358435
389,fale old settlement,-9.3852,-171.2468,28.41,78,77,6.59,TK,1698358435
390,katsuren-haebaru,26.3369,127.8719,22.43,68,0,2.57,JP,1698358435
391,kharp,66.8014,65.8081,-10.31,90,100,2.73,RU,1698358436
392,utrik,11.2278,169.8474,27.86,79,70,5.28,MH,1698358230
393,padang,-0.9492,100.3543,23.03,91,90,1.88,ID,1698358395
394,prado,-17.3411,-39.2208,24.74,91,100,6.63,BR,1698358436
395,lubuklinggau,-3.3,102.8667,22.47,86,22,0.89,ID,1698358436
396,pyin oo lwin,22.0333,96.4667,15.97,88,12,0.99,MM,1698358436
397,ulety,51.3572,112.4849,-1.39,76,7,1.11,RU,1698358436
398,san patricio,28.017,-97.5169,29.97,80,100,5.08,US,1698358437
399,touros,-5.1989,-35.4608,27.25,67,72,5.38,BR,1698358259
400,ambon,-3.6954,128.1814,29.4,58,97,4.12,ID,1698358437
401,cadale,2.7603,46.3222,27.56,79,35,4.26,SO,1698358437
402,bam,29.106,58.357,23.39,33,100,2.87,IR,1698358437
403,sanctuary point,-35.1114,150.629,13.75,62,98,5.66,AU,1698358437
404,sampit,-2.5333,112.95,22.86,92,65,0.3,ID,1698358438
405,mogocha,53.7333,119.7667,-5.71,56,29,0.58,RU,1698358438
406,queenstown,-31.8976,26.8753,18.73,41,82,0.5,ZA,1698358174
407,bluefields,12.0137,-83.7635,27.04,94,40,0.0,NI,1698358438
408,kolonia,50.9333,6.95,11.09,91,75,3.6,DE,1698358188
409,bathsheba,13.2167,-59.5167,25.34,94,75,4.12,BB,1698358438
410,port blair,11.6667,92.75,25.02,100,40,0.0,IN,1698358438
411,ola,59.5833,151.2833,-3.95,64,62,2.78,RU,1698358250
412,cockburn town,21.4612,-71.1419,27.69,70,1,9.8,TC,1698358439
413,ganjam,19.3833,85.0667,24.02,75,4,1.97,IN,1698358439
414,harar,9.3094,42.1258,15.37,90,96,1.32,ET,1698358439
415,la passe,45.5549,-0.8967,14.99,80,70,9.21,FR,1698358439
416,saldanha,-33.0117,17.9442,12.03,88,33,1.38,ZA,1698358439
417,dudinka,69.4058,86.1778,-12.96,99,65,1.34,RU,1698358165
418,sao vicente,-23.9631,-46.3919,23.1,59,100,1.34,BR,1698358440
419,mount gambier,-37.8333,140.7667,10.07,68,8,2.86,AU,1698358203
420,ceres,37.5949,-120.9577,20.44,50,0,6.17,US,1698358440
421,hammerfest,70.6634,23.6821,-2.75,80,40,3.6,NO,1698358440
422,almagro,38.8894,-3.7113,14.91,89,99,7.84,ES,1698358440
423,mulki,13.1,74.8,25.6,88,47,0.0,IN,1698358157
424,palembang,-2.9167,104.7458,24.05,100,40,1.03,ID,1698358441
425,chengam,12.3,78.8,22.21,91,47,1.0,IN,1698358441
426,maryborough,-25.5333,152.7,16.13,60,100,2.85,AU,1698358441
427,port moresby,-9.4431,147.1797,27.68,78,40,2.57,PG,1698358441
428,betong,5.7743,101.0723,22.14,99,100,0.53,TH,1698358441
429,myeik,12.4333,98.6,25.13,90,100,1.83,MM,1698358441
430,fortuna,40.5982,-124.1573,15.75,62,0,5.14,US,1698358271
431,bardsir,29.9227,56.5743,12.6,64,100,6.02,IR,1698358442
432,coxen hole,16.3244,-86.5366,27.6,78,20,4.12,HN,1698358442
433,bamboo flat,11.7,92.7167,25.05,100,40,0.0,IN,1698358442
434,road town,18.4167,-64.6167,29.05,74,20,1.54,VG,1698358443
435,mwinilunga,-11.7358,24.4293,21.25,59,99,1.51,ZM,1698358443
436,selfoss,63.9331,-20.9971,2.8,77,75,2.8,IS,1698358443
437,alexandria,31.2156,29.9553,24.45,73,100,2.53,EG,1698358228
438,vredendal,-31.6683,18.5012,14.15,90,4,2.94,ZA,1698358443
439,remire-montjoly,4.9167,-52.2667,28.02,83,0,3.6,GF,1698358444
440,dire dawa,9.5931,41.8661,20.76,78,97,1.61,ET,1698358444
441,nemyriv,48.9708,28.8378,12.45,89,99,3.11,UA,1698358444
442,mizdah,31.4451,12.9801,20.31,41,0,2.79,LY,1698358444
443,amga,60.8953,131.9608,-16.44,100,99,0.57,RU,1698358444
444,buka,40.8108,69.1986,14.78,67,100,0.44,UZ,1698358445
445,kourou,5.1552,-52.6478,28.03,79,90,4.8,GF,1698358445
446,santa cruz,-17.8,-63.1667,25.7,73,75,3.6,BO,1698358445
447,conception bay south,47.4999,-52.9981,10.25,92,98,2.02,CA,1698358445
448,huarmey,-10.0681,-78.1522,20.9,77,51,4.39,PE,1698358445
449,namdrik,5.5994,168.1028,29.04,71,80,3.65,MH,1698358446
450,las veredas,23.1388,-109.7075,28.97,45,20,5.14,MX,1698358446
451,constitucion,-35.3333,-72.4167,14.11,72,5,5.16,CL,1698358446
452,carbonear,47.7332,-53.2148,10.64,85,100,2.02,CA,1698358446
453,illizi,26.4833,8.4667,24.89,27,0,2.66,DZ,1698358446
454,pinarbasi,38.7229,36.3931,12.47,61,100,2.32,TR,1698358447
455,isfara,40.1265,70.6253,12.22,59,100,0.59,TJ,1698358447
456,kerikeri,-35.2268,173.9474,18.84,87,89,1.34,NZ,1698358159
457,choibalsan,48.0667,114.5,0.49,40,12,1.55,MN,1698358447
458,canico,32.6333,-16.85,22.62,82,20,2.57,PT,1698358447
459,shakawe,-18.3667,21.85,25.22,37,82,1.56,BW,1698358448
460,tamiahua,21.2667,-97.45,28.39,78,95,4.21,MX,1698358448
461,laguna,38.421,-121.4238,21.83,40,0,3.6,US,1698358448
462,vorkuta,67.5,64.0,-10.34,96,100,2.77,RU,1698358448
463,tadine,-21.55,167.8833,23.93,91,92,9.1,NC,1698358449
464,saint-denis,48.9167,2.3333,12.64,95,100,3.6,FR,1698358449
465,mariveles,14.4833,120.4833,22.98,85,100,2.83,PH,1698358449
466,pajeczno,51.1445,18.9961,8.71,85,72,3.43,PL,1698358449
467,siavonga,-16.5382,28.7088,28.53,51,0,1.81,ZM,1698358450
468,parfino,57.9731,31.6481,-0.27,63,100,4.32,RU,1698358450
469,tannum sands,-23.9504,151.3693,23.75,15,40,3.6,AU,1698358450
470,meulaboh,4.1363,96.1285,24.28,90,100,1.54,ID,1698358450
471,mzuzu,-11.4656,34.0207,20.78,59,55,0.47,MW,1698358450
472,ta`u,-14.2336,-169.5144,26.32,80,100,7.48,AS,1698358262
473,ambodifotatra,-16.9833,49.85,25.0,86,42,5.01,MG,1698358451
474,nalut,30.3333,10.85,20.73,28,1,1.38,LY,1698358451
475,maun,-19.9833,23.4167,25.98,44,0,2.06,BW,1698358451
476,kupang,-10.1667,123.5833,24.32,83,20,2.06,ID,1698358451
477,hailey,43.5196,-114.3153,4.92,45,0,6.71,US,1698358451
478,palmas,-10.2128,-48.3603,26.93,74,40,3.6,BR,1698358452
479,tayu,-6.5397,111.0518,25.43,81,10,3.42,ID,1698358452
480,masterton,-40.9597,175.6575,12.11,56,17,6.99,NZ,1698358156
481,saint-philippe,-21.3585,55.7679,23.77,84,8,2.75,RE,1698358452
482,flin flon,54.7682,-101.865,-2.09,50,100,2.57,CA,1698358452
483,juneau,58.3019,-134.4197,7.83,76,0,2.06,US,1698358453
484,verdal,63.7933,11.4817,-2.98,79,23,1.63,NO,1698358453
485,emerald,-23.5333,148.1667,17.97,21,0,10.51,AU,1698358453
486,kismayo,-0.3582,42.5454,26.4,83,16,5.06,SO,1698358453
487,novyy urengoy,66.0833,76.6333,-9.71,87,99,6.16,RU,1698358453
488,pyt-yakh,60.7499,72.8582,-5.19,93,100,5.83,RU,1698358453
489,nelson,-41.2833,173.2833,12.38,65,66,0.45,NZ,1698358454
490,morwell,-38.2333,146.4,11.33,60,6,1.32,AU,1698358454
491,valdivia,-39.8142,-73.2459,12.91,73,60,2.38,CL,1698358454
492,bubaque,11.2833,-15.8333,28.13,80,57,5.72,GW,1698358157
493,lazaro cardenas,17.9583,-102.2,28.15,79,97,3.86,MX,1698358454
494,glubokoye,50.1456,82.3114,0.4,93,100,4.23,KZ,1698358455
495,dhemaji,27.4833,94.5833,18.75,93,0,1.45,IN,1698358455
496,manaure,11.7751,-72.4445,28.53,77,98,4.92,CO,1698358455
497,vadso,70.0744,29.7487,-1.91,86,75,1.54,NO,1698358455
498,egilsstadir,65.2653,-14.3948,1.95,93,75,3.09,IS,1698358455
499,pariaman,-0.619,100.12,23.03,91,100,1.74,ID,1698358440
500,duminichi,53.9345,35.1099,-1.54,95,100,4.27,RU,1698358456
501,santa barbara,34.7333,-120.0343,20.17,52,100,6.69,US,1698358371
502,hami,42.8,93.45,13.11,28,6,1.99,CN,1698358456
503,edson,53.5835,-116.4356,-4.92,68,100,4.63,CA,1698358456
504,dongola,19.1667,30.4833,29.71,23,0,5.77,SD,1698358457
505,mosjoen,65.836,13.1908,-1.71,93,75,0.0,NO,1698358457
506,caleta de carquin,-11.0925,-77.6267,20.71,76,56,4.74,PE,1698358457
507,basirpur,30.5832,73.829,22.44,31,0,1.71,PK,1698358229
508,tulun,54.5611,100.5792,2.85,82,90,2.55,RU,1698358458
509,ilha de mocambique,-15.0342,40.7358,25.86,87,0,1.41,MZ,1698358458
510,tucuma,-0.1833,-50.05,27.55,68,10,4.39,BR,1698358458
511,mandvi,22.8333,69.3667,26.8,69,8,4.39,IN,1698358459
512,chipinge,-20.1883,32.6236,16.64,93,13,2.18,ZW,1698358459
513,santo antonio,-6.3106,-35.4789,24.62,74,53,2.93,BR,1698358459
514,mawlamyinegyunn,16.3833,95.2667,24.64,89,100,1.6,MM,1698358459
515,ketchikan,55.3422,-131.6461,11.26,20,0,2.06,US,1698358459
516,saint-joseph,-21.3667,55.6167,23.21,84,5,0.72,RE,1698358460
517,ha'il,27.5219,41.6907,21.01,68,0,3.09,SA,1698358460
518,malango,-2.9627,119.9001,17.4,64,9,1.15,ID,1698358460
519,santarem,-2.4431,-54.7083,32.07,48,0,4.12,BR,1698358460
520,sarandi del yi,-33.35,-55.6333,15.31,68,1,3.61,UY,1698358461
521,tsetserleg,47.475,101.4542,2.31,31,36,2.65,MN,1698358461
522,atherton,53.5237,-2.4935,10.24,95,99,2.26,GB,1698358461
523,puerto san jose,13.9256,-90.8244,28.38,81,100,3.23,GT,1698358193
524,mili,6.0815,171.735,28.98,74,67,4.75,MH,1698358462
525,burabay,53.0838,70.3138,-3.81,71,6,6.57,KZ,1698358462
526,rio preto da eva,-2.6994,-59.6997,31.37,47,39,0.67,BR,1698358234
527,eforie sud,44.0229,28.6494,14.45,71,70,4.22,RO,1698358462
528,sinabang,2.4803,96.3801,25.64,83,98,1.68,ID,1698358463
529,pacific grove,36.6177,-121.9166,19.58,63,0,5.81,US,1698358311
530,anacapri,40.5558,14.2136,20.08,85,97,6.76,IT,1698358463
531,vila do maio,15.1333,-23.2167,27.44,82,97,8.08,CV,1698358463
532,guanica,17.9716,-66.908,29.47,62,48,1.95,PR,1698358463
533,santa cruz verapaz,15.3667,-90.4333,22.42,83,75,2.06,GT,1698358463
534,lewistown,40.5992,-77.5714,23.41,60,0,0.0,US,1698358464
535,manggar,-2.8833,108.2667,27.56,70,100,5.09,ID,1698358464
536,cassilandia,-19.1133,-51.7342,28.88,49,60,2.25,BR,1698358464
537,bahia honda,22.9036,-83.1592,26.75,76,57,7.92,CU,1698358464
538,kimbe,-5.5502,150.1429,26.24,83,100,1.33,PG,1698358464
539,alik ghund,30.4896,67.5226,9.87,34,32,1.14,PK,1698358464
540,sironj,24.1,77.7,20.36,38,0,1.39,IN,1698358465
541,iwanai,42.9744,140.5089,10.23,88,68,2.38,JP,1698358465
542,torghay,49.6339,63.4981,-0.41,59,51,2.25,KZ,1698358465
543,irymple,-34.25,142.1667,12.83,62,0,0.89,AU,1698358465
544,ormara,25.2088,64.6357,27.01,75,97,6.8,PK,1698358465
545,dubovskoye,47.4092,42.7575,13.42,95,98,2.99,RU,1698358466
546,berezovyy,51.6667,135.7,-0.32,69,90,3.56,RU,1698358466
547,granville,-33.8333,151.0167,16.63,80,75,9.77,AU,1698358252
548,luau,-10.7073,22.2247,22.06,62,89,2.09,AO,1698358466
549,kisangani,0.5167,25.2,20.91,100,93,1.16,CD,1698358466
550,muroto-misakicho,33.2833,134.15,19.66,59,0,3.85,JP,1698358466
551,progreso,21.2833,-89.6667,31.73,69,13,8.44,MX,1698358467
552,pitimbu,-7.4706,-34.8086,25.33,83,34,3.5,BR,1698358467
553,darwin,-12.4611,130.8418,28.86,78,20,0.0,AU,1698358467
554,aberdeen,57.1437,-2.0981,11.27,94,100,7.72,GB,1698358449
555,suva,-18.1416,178.4415,26.71,74,75,5.52,FJ,1698358467
556,novyy chirkey,43.162,47.0559,17.57,75,100,1.81,RU,1698358468
557,terralba,39.7192,8.6392,20.1,90,100,4.22,IT,1698358468
558,ulladulla,-35.35,150.4667,13.76,53,92,5.65,AU,1698358249
559,mbanza-ngungu,-5.25,14.8667,22.02,86,99,1.97,CD,1698358468
560,bonthe,7.5264,-12.505,26.0,88,67,1.93,SL,1698358468
561,beohari,24.05,81.3833,16.7,54,0,1.84,IN,1698358468
562,dunedin,-45.8742,170.5036,6.56,63,22,5.36,NZ,1698358468
563,del rio,29.3627,-100.8968,33.01,51,0,4.63,US,1698358469
564,rancharia,-22.2292,-50.8931,19.23,93,91,4.92,BR,1698358194
565,luganville,-15.5333,167.1667,28.16,73,100,1.62,VU,1698358469
566,barpathar,26.3,93.8667,19.03,96,2,1.01,IN,1698358469
567,qutqashen,40.9814,47.8458,12.11,52,98,1.67,AZ,1698358469
568,callao,-12.0667,-77.15,23.18,68,40,3.6,PE,1698358469
569,kalashnikovo,57.2824,35.2262,-1.8,69,100,4.64,RU,1698358470
570,novo aripuana,-5.1206,-60.3797,27.73,73,84,1.59,BR,1698358470
571,bomdila,27.25,92.4,7.01,92,8,2.89,IN,1698358470
572,aur,8.1499,171.1687,28.67,75,48,4.88,MH,1698358470
573,barrie,44.4001,-79.6663,17.24,97,100,1.54,CA,1698358470
574,nagqu,31.5,92.0,-5.72,95,86,1.41,CN,1698358471
575,aconibe,1.2968,10.9369,20.03,99,93,0.64,GQ,1698358471
576,lerwick,60.1545,-1.1494,9.0,74,100,8.73,GB,1698358471
577,vetluga,57.8557,45.781,-4.81,89,42,1.62,RU,1698358471
578,revelstoke,50.9832,-118.2023,5.01,48,100,4.63,CA,1698358471
579,sayyan,15.1718,44.3244,12.93,80,100,0.73,YE,1698358472
580,roswell,34.0232,-84.3616,24.73,62,40,3.6,US,1698358378
581,kuanda,56.3161,116.0806,-4.53,58,78,0.52,RU,1698358472
582,matadi,-5.8167,13.45,25.38,88,76,3.12,CD,1698358472
583,punta alta,-38.8759,-62.0736,20.43,45,20,9.26,AR,1698358472
584,torres,-29.3353,-49.7269,17.68,75,29,2.54,BR,1698358393
585,nouadhibou,20.931,-17.0347,23.99,60,30,3.6,MR,1698358473
